season,game_type,team,week,Player,Position,Injury,Wed,Thu,Fri,Game Status,Mon,Tue,Sat
2025,REG,LV,4,Decamerion Richardson,CB,Hamstring,LP,LP,FP,QUESTIONABLE,,,
2025,REG,LV,5,Brock Bowers,TE,Knee,LP,DNP,DNP,QUESTIONABLE,,,
2025,REG,LV,5,Brennan Jackson,LB,Foot/IR,LP,DNP,(-),(-),,,
2025,REG,LV,5,Michael Mayer,TE,Concussion,LP,LP,LP,QUESTIONABLE,,,
2025,REG,LV,5,Justin Shorter,WR,Illness,DNP,LP,FP,(-),,,
2025,REG,LV,5,Decamerion Richardson,CB,Hamstring,FP,FP,FP,(-),,,
2025,REG,LV,5,Eric Stokes,CB,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,LV,5,Maxx Crosby,DE,Knee,(-),LP,FP,(-),,,
2025,REG,LV,6,Brock Bowers,TE,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,LV,6,AJ Cole,P,Right Ankle,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,LV,6,Maxx Crosby,DE,Knee,FP,FP,FP,(-),,,
2025,REG,LV,6,Michael Mayer,TE,Concussion,FP,FP,FP,(-),,,
2025,REG,LV,6,Jackson Powers-Johnson,G/C,Ankle,FP,FP,FP,(-),,,
2025,REG,LV,6,Eric Stokes,CB,Knee,LP,FP,FP,(-),,,
2025,REG,LV,6,JJ Pegues,DT,Knee,(-),FP,FP,(-),,,
2025,REG,LV,7,Brock Bowers,TE,Knee,DNP,DNP,LP,DOUBTFUL,,,
2025,REG,LV,7,Dylan Laube,RB,Hamstring,DNP,LP,LP,(-),,,
2025,REG,LV,7,Jakobi Meyers,WR,Knee/Toe,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,LV,7,Alex Bachman,WR,Ankle,(-),LP,LP,QUESTIONABLE,,,
2025,REG,LV,7,Justin Shorter,WR,Illness,(-),DNP,FP,(-),,,
2025,REG,LV,7,Maxx Crosby,DE,Back,(-),(-),LP,(-),,,
2025,REG,LV,9,Brock Bowers,TE,Knee,FP,FP,FP,(-),,,
2025,REG,LV,9,Adam Butler,DT,Back,DNP,LP,FP,(-),,,
2025,REG,LV,9,Maxx Crosby,DE,Back,DNP,LP,FP,(-),,,
2025,REG,LV,9,Lonnie Johnson,S,Fibula,LP,LP,FP,OUT,,,
2025,REG,LV,9,Jakobi Meyers,WR,Knee,FP,FP,FP,(-),,,
2025,REG,LV,9,Aidan O'Connell,QB,Right Wrist,FP,FP,FP,OUT,,,
2025,REG,LV,9,Isaiah Pola-Mao,S,Ankle/Knee,FP,LP,FP,(-),,,
2025,REG,LV,10,Thomas Booker,DT,Oblique,FP,,,(-),FP,FP,
2025,REG,LV,10,Brock Bowers,TE,Toe,FP,,,(-),FP,FP,
2025,REG,LV,10,Lonnie Johnson,S,Fibula,FP,,,QUESTIONABLE,FP,FP,
2025,REG,LV,10,Aidan O'Connell,QB,Right Wrist,FP,,,OUT,FP,FP,
2025,REG,LV,10,Isaiah Pola-Mao,S,Hip,LP,,,QUESTIONABLE,FP,LP,
2025,REG,LV,10,Adam Butler,DT,Back,LP,,,QUESTIONABLE,(-),LP,
2025,REG,LAC,1,Mekhi Becton,G,Illness,(-),(-),,QUESTIONABLE,,(-),
2025,REG,LAC,1,Najee Harris,RB,Eye,FP,FP,,(-),,FP,
2025,REG,LAC,1,Elijah Molden,DB,Knee,FP,FP,,(-),,LP,
2025,REG,LAC,2,Daiyan Henley,LB,Illness,,(-),(-),QUESTIONABLE,,,(-)
2025,REG,LAC,2,Elijah Molden,DB,Hamstring,,LP,DNP,OUT,,,DNP
2025,REG,LAC,2,Denzel Perryman,LB,Ankle,,DNP,DNP,OUT,,,DNP
2025,REG,LAC,2,Del'Shawn Phillips,LB,Toe,,DNP,LP,QUESTIONABLE,,,LP
2025,REG,LAC,2,Tarheeb Still,CB,Calf,,LP,FP,(-),,,FP
2025,REG,LAC,3,Will Dissly,TE,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,3,Justin Eboigbe,DL,Foot,DNP,FP,FP,(-),,,
2025,REG,LAC,3,Cam Hart,CB,Hip,LP,LP,LP,QUESTIONABLE,,,
2025,REG,LAC,3,Daiyan Henley,LB,Illness,DNP,LP,DNP,QUESTIONABLE,,,
2025,REG,LAC,3,Ladd McConkey,WR,Biceps,DNP,FP,FP,(-),,,
2025,REG,LAC,3,Elijah Molden,DB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,3,Tarheeb Still,CB,Knee/Shoulder,LP,FP,FP,(-),,,
2025,REG,LAC,4,Mekhi Becton,G,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,4,Bradley Bozeman,C,Back,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,LAC,4,Derius Davis,WR,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,4,Will Dissly,TE,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,4,Da'Shawn Hand,DL,Back,LP,FP,FP,(-),,,
2025,REG,LAC,4,Cam Hart,CB,Hip,FP,FP,FP,(-),,,
2025,REG,LAC,4,Donte Jackson,CB,Ankle,LP,FP,FP,(-),,,
2025,REG,LAC,4,Rick Lovato,LS,NIR - Personal,DNP,FP,FP,(-),,,
2025,REG,LAC,4,Elijah Molden,DB,Hamstring,LP,LP,FP,QUESTIONABLE,,,
2025,REG,LAC,4,Trey Pipkins,G/T,Knee,LP,FP,FP,(-),,,
2025,REG,LAC,5,Keenan Allen,WR,NIR - Rest,DNP,LP,FP,(-),,,
2025,REG,LAC,5,Joe Alt,T,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,5,Mekhi Becton,G,Concussion,LP,LP,FP,QUESTIONABLE,,,
2025,REG,LAC,5,Derius Davis,WR,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,5,Will Dissly,TE,Knee,LP,LP,FP,QUESTIONABLE,,,
2025,REG,LAC,5,Tucker Fisk,TE,Toe,(-),LP,FP,QUESTIONABLE,,,
2025,REG,LAC,5,Andre James,C,Neck,FP,FP,FP,(-),,,
2025,REG,LAC,5,Derwin James,S,Glute,LP,LP,FP,(-),,,
2025,REG,LAC,5,Tarheeb Still,CB,Ankle,LP,LP,FP,(-),,,
2025,REG,LAC,6,Keenan Allen,WR,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,LAC,6,Joe Alt,T,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,6,Mekhi Becton,G,Hand,LP,FP,FP,(-),,,
2025,REG,LAC,6,Derius Davis,WR,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,6,Bud Dupree,OLB,Hamstring,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,LAC,6,Da'Shawn Hand,DL,Groin,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,6,Quentin Johnston,WR,Hamstring,LP,LP,LP,QUESTIONABLE,,,
2025,REG,LAC,6,Scott Matlock,FB/DL,Ankle,(-),LP,LP,QUESTIONABLE,,,
2025,REG,LAC,6,Denzel Perryman,LB,Ankle,LP,FP,FP,QUESTIONABLE,,,
2025,REG,LAC,6,Trey Pipkins,G/T,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,6,Jamaree Salyer,OL,Knee,LP,DNP,DNP,QUESTIONABLE,,,
2025,REG,LAC,6,Ja'Sir Taylor,CB,Illness,DNP,FP,FP,(-),,,
2025,REG,LAC,7,Keenan Allen,WR,NIR - Rest,DNP,FP,FP,UNSPECIFIED,,,
2025,REG,LAC,7,Joe Alt,T,Ankle,DNP,LP,LP,DOUBTFUL,,,
2025,REG,LAC,7,Bradley Bozeman,C,Illness,(-),DNP,FP,UNSPECIFIED,,,
2025,REG,LAC,7,Derius Davis,WR,Knee,LP,LP,FP,QUESTIONABLE,,,
2025,REG,LAC,7,Troy Dye,LB,Thumb,DNP,DNP,DNP,UNSPECIFIED,,,
2025,REG,LAC,7,Hassan Haskins,RB,Chest,(-),FP,,QUESTIONABLE,,,
2025,REG,LAC,7,Daiyan Henley,LB,Groin,LP,LP,FP,(-),,,
2025,REG,LAC,7,Derwin James,S,NIR - Rest/Wrist,LP,FP,FP,UNSPECIFIED,,,
2025,REG,LAC,7,Quentin Johnston,WR,Hamstring,LP,LP,FP,UNSPECIFIED,,,
2025,REG,LAC,7,Kyle Kennard,OLB,Knee,FP,FP,FP,UNSPECIFIED,,,
2025,REG,LAC,7,Khalil Mack,OLB,Elbow,LP,LP,LP,UNSPECIFIED,,,
2025,REG,LAC,7,Scott Matlock,FB/DL,Ankle,FP,FP,FP,UNSPECIFIED,,,
2025,REG,LAC,7,Elijah Molden,DB,Thumb,DNP,DNP,DNP,UNSPECIFIED,,,
2025,REG,LAC,7,Denzel Perryman,LB,Ankle,FP,FP,FP,UNSPECIFIED,,,
2025,REG,LAC,7,Trey Pipkins,G/T,Knee,DNP,DNP,DNP,UNSPECIFIED,,,
2025,REG,LAC,7,Jamaree Salyer,OL,Knee,LP,LP,LP,UNSPECIFIED,,,
2025,REG,LAC,8,Joe Alt,T,Ankle,LP,,,QUESTIONABLE,LP,LP,
2025,REG,LAC,8,Jamaree Caldwell,DT,Illness,LP,,,QUESTIONABLE,(-),DNP,
2025,REG,LAC,8,Austin Deculus,OT,Ankle,LP,,,QUESTIONABLE,LP,LP,
2025,REG,LAC,8,Troy Dye,LB,Thumb,LP,,,QUESTIONABLE,LP,LP,
2025,REG,LAC,8,Hassan Haskins,RB,Hamstring,DNP,,,OUT,DNP,DNP,
2025,REG,LAC,8,Kyle Kennard,OLB,Knee,FP,,,(-),FP,FP,
2025,REG,LAC,8,Elijah Molden,DB,Thumb,LP,,,QUESTIONABLE,LP,LP,
2025,REG,LAC,8,Trey Pipkins,G/T,Knee,LP,,,QUESTIONABLE,LP,LP,
2025,REG,LAC,8,Jamaree Salyer,OL,Knee,FP,,,(-),FP,LP,
2025,REG,LAC,9,Mekhi Becton,G,Knee,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,LAC,9,Austin Deculus,OT,Ankle,LP,LP,FP,(-),,,
2025,REG,LAC,9,Will Dissly,TE,Illness,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,LAC,9,Josh Harris,LS,Chest,(-),LP,LP,QUESTIONABLE,,,
2025,REG,LAC,9,Cam Hart,CB,Illness,(-),DNP,FP,(-),,,
2025,REG,LAC,9,Hassan Haskins,RB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,9,Derwin James,S,Hamstring,LP,FP,FP,(-),,,
2025,REG,LAC,9,Tony Jefferson,S,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,9,Deane Leonard,DB,Knee,LP,LP,FP,QUESTIONABLE,,,
2025,REG,LAC,9,Ladd McConkey,WR,Calf,LP,,FP,(-),,,
2025,REG,LAC,9,Jamaree Salyer,OL,Knee,LP,LP,FP,(-),,,
2025,REG,LAC,9,Tarheeb Still,CB,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,9,Kendall Williamson,S,Achilles,LP,LP,FP,(-),,,
2025,REG,LAC,10,Keenan Allen,WR,NIR - Rest,DNP,FP,FP,UNSPECIFIED,,,
2025,REG,LAC,10,Mekhi Becton,G,Knee,LP,LP,FP,UNSPECIFIED,,,
2025,REG,LAC,10,Da'Shawn Hand,DL,Groin,LP,LP,FP,UNSPECIFIED,,,
2025,REG,LAC,10,Josh Harris,LS,Chest,FP,FP,FP,UNSPECIFIED,,,
2025,REG,LAC,10,Bobby Hart,OT,Knee/Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,LAC,10,KeAndre Lambert-Smith,WR,Hamstring,(-),LP,LP,QUESTIONABLE,,,
2025,REG,LAC,10,Tony Jefferson,S,Hamstring,LP,LP,FP,UNSPECIFIED,,,
2025,REG,LAC,10,Deane Leonard,DB,Knee,FP,FP,FP,QUESTIONABLE,,,
2025,REG,LAC,10,Khalil Mack,OLB,NIR - Rest,,FP,FP,UNSPECIFIED,,,
2025,REG,LAC,10,Tarheeb Still,CB,Knee,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,LAC,10,Benjamin St-Juste,CB,Groin,(-),LP,LP,QUESTIONABLE,,,
2025,REG,DAL,1,Perrion Winfrey,DT,Back,DNP,,,OUT,DNP,DNP,
2025,REG,DAL,1,Trevon Diggs,CB,Knee,FP,,,(-),FP,FP,
2025,REG,DAL,1,Tyler Guyton,T,Knee,FP,,,(-),FP,FP,
2025,REG,DAL,1,Brevyn Spann-Ford,TE,Ankle,FP,,,(-),FP,FP,
2025,REG,DAL,2,DaRon Bland,CB,Foot,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,2,Juanyeh Thomas,S,Not Injury Related-Personal,(-),DNP,FP,UNSPECIFIED,,,
2025,REG,DAL,2,Malik Hooker,S,Foot,LP,LP,FP,UNSPECIFIED,,,
2025,REG,DAL,3,DaRon Bland,CB,Foot,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,3,Trevon Diggs,CB,Illness,DNP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,3,Tyler Guyton,T,Shoulder,LP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,3,KaVontae Turpin,WR,Neck,LP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,4,DaRon Bland,CB,Foot,LP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,4,Tyler Booker,G,Ankle,DNP,DNP,DNP,UNSPECIFIED,,,
2025,REG,DAL,4,Trikweze Bridges,CB,Knee,LP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,4,Trevon Diggs,CB,Knee,DNP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,4,CeeDee Lamb,WR,Ankle,DNP,DNP,DNP,UNSPECIFIED,,,
2025,REG,DAL,5,DaRon Bland,CB,Foot,FP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,5,Tyler Booker,G,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,5,Caelen Carson,CB,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,DAL,5,Trevon Diggs,CB,Knee,LP,LP,FP,UNSPECIFIED,,,
2025,REG,DAL,5,Tyler Guyton,T,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,5,Malik Hooker,S,Toe,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,5,CeeDee Lamb,WR,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,5,Jonathan Mingo,WR,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,DAL,5,"Kenneth Murray, Jr.",LB,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,DAL,5,Miles Sanders,RB,Knee/Ankle,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,DAL,5,Tyler Smith,OL,Knee,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,DAL,5,KaVontae Turpin,WR,Foot,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,5,Marshawn Kneeland,DE,Ankle,,LP,DNP,QUESTIONABLE,,,
2025,REG,DAL,6,DaRon Bland,CB,Shoulder,LP,LP,LP,QUESTIONABLE,,,
2025,REG,DAL,6,Tyler Booker,G,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,6,Caelen Carson,CB,Knee,FP,FP,FP,QUESTIONABLE,,,
2025,REG,DAL,6,Jadeveon Clowney,DE,Hip,LP,LP,FP,UNSPECIFIED,,,
2025,REG,DAL,6,Ajani Cornelius,OT,Knee/Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,DAL,6,Trevon Diggs,CB,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,DAL,6,Tyler Guyton,T,Concussion,LP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,6,James Houston,DE,Knee,LP,LP,FP,UNSPECIFIED,,,
2025,REG,DAL,6,Marshawn Kneeland,DE,Ankle,LP,LP,LP,QUESTIONABLE,,,
2025,REG,DAL,6,CeeDee Lamb,WR,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,6,Jonathan Mingo,WR,Knee,FP,DNP,DNP,QUESTIONABLE,,,
2025,REG,DAL,6,"Kenneth Murray, Jr.",LB,Knee,FP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,6,Jack Sanborn,MLB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,6,Miles Sanders,RB,Knee/Ankle,LP,DNP,DNP,OUT,,,
2025,REG,DAL,6,Tyler Smith,OL,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,DAL,6,Juanyeh Thomas,S,Ankle,LP,LP,FP,UNSPECIFIED,,,
2025,REG,DAL,6,KaVontae Turpin,WR,Foot,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,6,Donovan Wilson,S,Elbow/Knee,DNP,LP,FP,UNSPECIFIED,,,
2025,REG,DAL,6,Sam Williams,DE,Shoulder,,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,6,Dante Fowler Jr.,DE,Illness,,DNP,DNP,UNSPECIFIED,,,
2025,REG,DAL,6,Joe Milton III,QB,NIR-Personal,,DNP,FP,UNSPECIFIED,,,
2025,REG,DAL,7,James Houston,DE,Knee,FP,FP,,UNSPECIFIED,,,
2025,REG,DAL,7,Trevon Diggs,CB,Knee,FP,FP,,UNSPECIFIED,,,
2025,REG,DAL,7,Caelen Carson,CB,Knee,FP,FP,,UNSPECIFIED,,,
2025,REG,DAL,7,Donovan Wilson,S,Elbow/Knee,LP,LP,,UNSPECIFIED,,,
2025,REG,DAL,7,KaVontae Turpin,WR,Foot,LP,LP,,UNSPECIFIED,,,
2025,REG,DAL,7,Jack Sanborn,MLB,Concussion,LP,FP,,UNSPECIFIED,,,
2025,REG,DAL,7,Tyler Smith,OL,Knee,LP,LP,,UNSPECIFIED,,,
2025,REG,DAL,7,Jonathan Mingo,WR,Knee,LP,LP,,UNSPECIFIED,,,
2025,REG,DAL,7,CeeDee Lamb,WR,Ankle,LP,LP,,UNSPECIFIED,,,
2025,REG,DAL,7,Marshawn Kneeland,DE,Ankle,LP,LP,,UNSPECIFIED,,,
2025,REG,DAL,7,Trevor Keegan,G,Neck,LP,DNP,,UNSPECIFIED,,,
2025,REG,DAL,7,Ajani Cornelius,OT,Knee/Knee,LP,LP,,UNSPECIFIED,,,
2025,REG,DAL,7,Tyler Booker,G,Ankle,LP,LP,,UNSPECIFIED,,,
2025,REG,DAL,7,Juanyeh Thomas,S,Migrane,,LP,DNP,UNSPECIFIED,,,
2025,REG,DAL,7,Mazi Smith,DT,Ankle,,,LP,UNSPECIFIED,,,
2025,REG,DAL,8,Trevon Diggs,CB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,8,Donovan Wilson,S,Elbow/Shoulder,DNP,DNP,DNP,OUT,,,
2025,REG,DAL,8,Cooper Beebe,C,Ankle,LP,LP,,QUESTIONABLE,,,
2025,REG,DAL,8,Kenny Clark,DT,Elbow,LP,LP,FP,UNSPECIFIED,,,
2025,REG,DAL,8,Ajani Cornelius,OT,Knee/Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,DAL,8,Marshawn Kneeland,DE,Ankle,LP,LP,FP,QUESTIONABLE,,,
2025,REG,DAL,8,DeMarvion Overshown,LB,Knee,LP,LP,LP,OUT,,,
2025,REG,DAL,8,Shavon Revel Jr.,CB,Knee,LP,LP,LP,OUT,,,
2025,REG,DAL,8,Tyler Smith,OL,Knee,LP,LP,FP,UNSPECIFIED,,,
2025,REG,DAL,8,Juanyeh Thomas,S,Migraine,LP,LP,DNP,QUESTIONABLE,,,
2025,REG,DAL,8,Caelen Carson,CB,Hamstring,FP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,8,Jonathan Mingo,WR,Knee,FP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,8,"Kenneth Murray, Jr.",LB,Ankle,FP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,8,Mazi Smith,DT,Knee/Ankle,FP,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,8,Tyler Guyton,T,Glute,(-),LP,LP,QUESTIONABLE,,,
2025,REG,DAL,8,Jack Sanborn,MLB,Groin,,,,OUT,,,
2025,REG,DAL,9,Bryan Anger,P,Illness,,,DNP,UNSPECIFIED,,,
2025,REG,DAL,9,Alijah Clark,DB,Ribs,,DNP,DNP,UNSPECIFIED,,,
2025,REG,DAL,9,Jack Sanborn,MLB,Groin,,DNP,DNP,UNSPECIFIED,,,
2025,REG,DAL,9,Donovan Wilson,S,Elbow/Shoulder,,DNP,DNP,UNSPECIFIED,,,
2025,REG,DAL,9,Ajani Cornelius,OT,Knee/Knee,,LP,LP,UNSPECIFIED,,,
2025,REG,DAL,9,DeMarvion Overshown,LB,Knee,,LP,LP,UNSPECIFIED,,,
2025,REG,DAL,9,Shavon Revel Jr.,CB,Knee,,LP,LP,UNSPECIFIED,,,
2025,REG,DAL,9,Tyler Smith,OL,Knee,,LP,LP,UNSPECIFIED,,,
2025,REG,DAL,9,Juanyeh Thomas,S,Migraine,,LP,LP,UNSPECIFIED,,,
2025,REG,DAL,9,Perrion Winfrey,DT,Back,,LP,LP,UNSPECIFIED,,,
2025,REG,DAL,9,Cooper Beebe,C,Ankle,,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,9,Kenny Clark,DT,Elbow,,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,9,Marshawn Kneeland,DE,Ankle,,FP,FP,UNSPECIFIED,,,
2025,REG,DAL,9,Reddy Steward,DB,Thigh,,FP,FP,UNSPECIFIED,,,
2025,REG,NYG,1,Andrew Thomas,T,Foot,LP,DNP,LP,DOUBTFUL,,,
2025,REG,NYG,1,Malik Nabers,WR,Back,(-),(-),DNP,(-),,,
2025,REG,NYG,2,Wan'Dale Robinson,WR,Ankle,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,NYG,2,Andrew Thomas,T,Foot,DNP,LP,LP,DOUBTFUL,,,
2025,REG,NYG,2,Demetrius Flannigan-Fowles,LB,Calf,LP,DNP,DNP,OUT,,,
2025,REG,NYG,2,Malik Nabers,WR,Back,LP,FP,FP,(-),,,
2025,REG,NYG,2,Rakeem Nunez-Roches,DL,Foot,(-),LP,DNP,DOUBTFUL,,,
2025,REG,NYG,2,Darius Slayton,WR,Groin,(-),LP,LP,(-),,,
2025,REG,NYG,3,Demetrius Flannigan-Fowles,LB,Calf,DNP,LP,LP,DOUBTFUL,,,
2025,REG,NYG,3,Chauncey Golston,DL,Ankle,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,NYG,3,Darius Muasau,LB,Concussion/Eye,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,3,Gunner Olszewski,WR,Back,LP,LP,DNP,QUESTIONABLE,,,
2025,REG,NYG,3,Rakeem Nunez-Roches,DL,Foot,LP,LP,DNP,DOUBTFUL,,,
2025,REG,NYG,3,Wan'Dale Robinson,WR,Foot,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,3,Jon Runyan,G,Back,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,3,John Michael Schmitz,C,Toe,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,3,Darius Slayton,WR,Groin/Calf,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,3,Andrew Thomas,T,Foot,LP,LP,LP,QUESTIONABLE,,,
2025,REG,NYG,3,Tyrone Tracy Jr.,RB,Calf,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,3,Roy Robertson-Harris,DT,Knee,FP,FP,FP,UNSPECIFIED,,,
2025,REG,NYG,3,Cam Skattebo,RB,Ankle,FP,FP,FP,UNSPECIFIED,,,
2025,REG,NYG,4,Graham Gano,K,Groin,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,4,Theo Johnson,TE,Toe,DNP,LP,LP,(-),,,
2025,REG,NYG,4,Malik Nabers,WR,Shoulder,DNP,LP,LP,(-),,,
2025,REG,NYG,4,Rakeem Nunez-Roches,DL,Foot,DNP,DNP,LP,DOUBTFUL,,,
2025,REG,NYG,4,Tyrone Tracy Jr.,RB,Shoulder,DNP,DNP,DNP,OUT,,,
2025,REG,NYG,4,Demetrius Flannigan-Fowles,LB,Calf,LP,LP,LP,(-),,,
2025,REG,NYG,4,Chauncey Golston,DL,Ankle,LP,DNP,DNP,OUT,,,
2025,REG,NYG,4,Art Green,CB,Hip,LP,LP,LP,(-),,,
2025,REG,NYG,4,John Michael Schmitz,C,Neck,LP,LP,LP,(-),,,
2025,REG,NYG,4,Darius Muasau,LB,Concussion,LP,FP,FP,(-),,,
2025,REG,NYG,4,Darius Slayton,WR,Calf,LP,LP,LP,(-),,,
2025,REG,NYG,4,Andrew Thomas,T,Foot,LP,LP,LP,(-),,,
2025,REG,NYG,4,Aaron Stinnie,OL,Not Injury Related - Personal,,,DNP,(-),,,
2025,REG,NYG,4,Beaux Collins,WR,Hamstring,(-),LP,LP,(-),,,
2025,REG,NYG,5,Dexter Lawrence,DL,Illness,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,NYG,5,Tyler Nubin,S,Groin,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,NYG,5,Tyrone Tracy Jr.,RB,Shoulder,DNP,DNP,LP,DOUBTFUL,,,
2025,REG,NYG,5,Greg Van Roten,G,NIR - Rest,DNP,FP,FP,UNSPECIFIED,,,
2025,REG,NYG,5,Dane Belton,S,Shoulder,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,5,DJ Davidson,DL,Foot,LP,LP,FP,UNSPECIFIED,,,
2025,REG,NYG,5,Chauncey Golston,DL,Ankle,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,5,Jevon Holland,S,Neck/Calf,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,5,John Michael Schmitz,C,Ankle,LP,LP,FP,UNSPECIFIED,,,
2025,REG,NYG,5,Rakeem Nunez-Roches,DL,Foot,LP,LP,LP,UNSPECIFIED,,,
2025,REG,NYG,5,Jaxson Dart,QB,Hamstring,FP,FP,FP,UNSPECIFIED,,,
2025,REG,NYG,5,Cam Skattebo,RB,Knee,FP,FP,FP,UNSPECIFIED,,,
2025,REG,NYG,5,Russell Wilson,QB,Ankle,FP,FP,FP,UNSPECIFIED,,,
2025,REG,NYG,5,Andrew Thomas,T,Foot/Rest,(-),LP,FP,UNSPECIFIED,,,
2025,REG,NYG,5,Demetrius Flannigan-Fowles,LB,Hamstring,(-),(-),LP,OUT,,,
2025,REG,NYG,6,Swayze Bozeman,LB,Ankle,DNP,,,OUT,DNP,DNP,
2025,REG,NYG,6,Jermaine Eluemunor,OL,Back,LP,,,QUESTIONABLE,DNP,DNP,
2025,REG,NYG,6,Demetrius Flannigan-Fowles,LB,Hamstring,DNP,,,OUT,DNP,DNP,
2025,REG,NYG,6,Darius Slayton,WR,Hamstring,DNP,,,OUT,DNP,DNP,
2025,REG,NYG,6,Dane Belton,S,Shoulder,LP,,,UNSPECIFIED,LP,LP,
2025,REG,NYG,6,Jaxson Dart,QB,Hamstring,FP,,,UNSPECIFIED,LP,FP,
2025,REG,NYG,6,Jevon Holland,S,Calf,LP,,,UNSPECIFIED,LP,LP,
2025,REG,NYG,6,Tyler Nubin,S,Groin,LP,,,UNSPECIFIED,LP,LP,
2025,REG,NYG,6,Andru Phillips,CB,Hip,LP,,,UNSPECIFIED,LP,LP,
2025,REG,NYG,6,Tyrone Tracy Jr.,RB,Shoulder,LP,,,UNSPECIFIED,LP,LP,
2025,REG,NYG,7,Deonte Banks,CB,Not Injury Related - Personal,DNP,FP,FP,UNSPECIFIED,,,
